distance_km,engine_size,cylinders,driving_style,elevation_change,fuel_type,temperature,fuel_consumption
265.25,1.6,4,0,-102.4,0,43.17,13.99
164.62,2.5,4,2,34.05,1,4.97,23.35
221.09,2.0,4,2,352.51,0,9.72,32.44
362.88,3.0,6,2,-96.73,1,18.87,44.52
51.18,3.5,6,2,-25.64,1,25.18,7.23
416.62,2.0,4,2,-201.85,1,25.09,51.74
340.29,2.0,4,0,492.14,0,22.3,28.02
112.73,2.5,4,1,104.3,0,32.27,9.15
397.1,3.4,6,0,19.61,0,9.39,43.96
199.51,3.5,6,2,37.72,1,30.58,23.44
377.58,3.5,6,1,283.71,0,12.86,47.23
33.28,2.0,4,2,-197.24,0,10.74,3.6
158.04,4.0,6,0,436.15,1,29.96,21.06
465.91,2.0,4,2,436.85,1,41.22,72.23
347.32,5.0,8,1,350.04,1,18.22,54.19
103.92,2.0,4,0,-336.29,0,17.43,7.9
117.17,6.2,8,1,215.09,0,19.61,19.13
412.09,6.7,12,1,-151.51,0,2.84,68.86
211.64,4.4,8,0,365.26,0,34.66,24.91
234.43,2.0,4,1,-34.16,1,23.41,22.36
249.78,3.5,6,0,322.19,1,43.46,27.94
91.01,3.0,6,1,430.56,1,25.8,12.5
124.88,2.0,4,2,-356.16,1,2.55,9.77
258.79,3.0,6,2,43.63,1,9.38,33.92
36.94,3.5,6,0,-393.85,1,20.91,3.97
263.2,3.7,6,1,364.67,1,21.2,46.05
471.05,4.0,8,0,-242.65,1,22.9,54.05
357.12,2.0,4,2,232.47,1,29.95,47.21
293.87,3.3,6,2,-254.63,0,6.7,45.21
180.28,2.0,4,0,-434.15,0,21.05,14.03
199.31,2.0,4,0,486.87,0,2.72,18.76
415.18,3.0,6,2,420.66,0,25.27,68.51
481.92,3.5,6,2,457.44,0,38.86,105.12
114.33,2.7,4,2,306.81,0,29.22,21.49
239.37,3.0,6,1,226.36,1,1.57,36.27
420.89,2.0,4,2,-128.21,1,5.24,47.3
108.7,3.0,6,0,-212.04,0,30.32,10.71
16.13,2.5,4,1,-4.01,1,32.48,1.08
327.15,3.0,6,2,301.75,1,38.71,61.06
419.2,2.7,6,1,-29.96,1,20.78,46.85
90.74,2.0,4,2,-201.69,1,33.5,10.04
78.31,4.0,8,0,-452.7,0,43.19,9.12
68.51,1.6,4,0,483.12,1,28.74,5.15
184.26,2.0,4,0,251.71,0,3.99,18.93
362.84,3.0,6,2,166.25,0,29.44,41.4
231.18,5.3,8,0,42.31,0,32.52,25.64
464.78,3.0,6,1,-133.66,0,6.6,43.89
280.67,3.0,6,2,-359.14,1,0.57,35.69
98.6,4.0,6,0,-280.88,1,31.43,10.12
259.69,2.0,4,1,-78.36,1,27.64,27.19
466.37,3.0,6,0,-50.39,0,27.25,47.3
414.02,2.0,4,0,-481.93,0,39.42,28.59
361.11,5.7,8,1,-63.09,0,1.0,45.02
171.33,3.0,6,1,-64.21,0,41.46,17.01
122.3,2.5,4,0,-479.87,1,18.87,8.56
128.99,2.4,4,1,-274.73,1,25.33,11.83
467.07,3.0,6,2,107.33,0,10.67,58.95
249.01,3.6,6,1,-149.15,0,41.33,27.23
277.39,2.5,4,2,330.71,0,28.71,33.43
497.48,2.9,6,0,-19.41,1,8.24,55.08
348.11,2.0,4,2,24.71,1,21.29,40.63
126.4,2.0,4,1,-158.62,0,21.96,11.6
195.78,2.0,4,0,-263.15,0,12.35,13.86
323.37,4.4,8,1,495.88,0,28.2,54.86
396.18,3.3,6,1,-149.06,1,24.05,46.36
484.3,2.5,4,2,-458.61,1,32.8,36.0
319.43,5.7,8,2,40.26,1,42.46,52.79
312.42,5.0,8,1,-184.64,0,14.59,40.13
35.34,2.0,4,0,-471.23,1,13.52,2.54
20.26,1.5,4,1,12.52,1,25.31,1.69
424.53,4.0,8,0,491.16,0,29.51,66.91
177.71,2.0,4,2,120.52,1,22.83,22.61
468.8,5.0,8,2,40.49,0,18.83,77.3
197.16,2.0,4,2,173.91,0,9.11,28.6
356.51,2.0,4,1,-405.83,0,1.51,31.56
486.87,2.0,4,2,431.73,1,9.92,55.19
88.88,2.4,4,2,-482.56,1,20.79,10.88
349.1,6.7,12,1,-245.55,0,12.06,56.34
7.26,3.6,6,2,385.68,0,40.47,1.37
72.59,5.3,8,1,-406.9,0,44.36,9.68
362.91,2.5,4,0,126.48,1,12.15,36.61
227.3,2.0,4,1,-396.74,1,38.36,26.4
411.46,3.3,6,2,-246.94,0,18.16,60.91
146.93,2.4,4,1,-426.52,1,31.74,11.8
290.34,3.0,6,2,285.71,1,44.02,40.87
140.44,6.2,8,0,-14.25,0,2.06,20.0
12.7,2.0,4,0,324.53,1,11.26,1.36
114.26,3.0,6,2,308.03,1,14.64,16.21
107.6,2.0,4,0,-54.48,0,21.47,6.88
144.74,2.0,4,1,399.66,1,23.46,15.72
234.1,2.4,4,2,171.42,1,14.92,25.03
303.52,5.0,8,2,474.87,0,24.64,59.99
364.83,4.0,8,1,-70.21,1,23.24,49.7
241.8,3.5,6,1,-383.69,1,10.99,30.46
206.82,5.7,8,0,-89.31,1,14.12,27.2
341.27,3.0,6,1,387.63,0,4.63,41.75
390.98,3.0,6,2,59.35,1,21.12,41.14
352.39,2.0,4,2,96.0,1,38.81,45.15
168.74,2.5,4,2,252.43,1,37.41,27.32
478.43,1.8,4,0,202.99,0,33.43,20.92
145.99,3.6,6,2,-291.53,0,11.96,23.53
193.54,6.2,8,2,-187.36,0,31.87,34.8
199.26,2.0,4,0,232.21,0,34.67,15.09
164.32,2.5,4,2,214.31,0,24.81,17.01
485.91,3.0,6,2,76.12,0,6.37,88.9
127.23,2.5,4,0,76.04,1,30.19,9.08
124.46,2.0,4,2,191.76,1,31.48,9.05
403.32,2.0,4,0,475.12,0,27.47,42.15
132.58,2.0,4,2,-187.6,0,41.07,13.03
386.15,2.4,4,2,97.98,0,16.62,52.21
30.47,5.0,8,2,-55.68,1,31.68,4.9
111.25,3.6,6,2,-130.89,0,23.03,16.51
141.91,3.0,6,1,466.55,0,7.4,18.1
165.63,2.5,4,0,161.84,1,26.48,8.84
251.97,2.4,4,0,-81.81,0,27.63,20.09
184.79,2.3,4,1,390.77,0,7.11,27.98
476.86,3.0,4,1,-149.15,1,29.27,36.16
455.69,3.0,6,1,190.4,1,39.78,52.16
327.33,3.5,6,1,-402.46,1,42.83,26.75
112.73,3.0,6,2,285.46,0,36.44,17.0
77.59,3.0,6,0,305.74,1,7.94,8.7
136.29,3.6,6,2,281.27,1,40.8,24.73
64.85,2.0,4,0,294.84,0,17.79,6.09
329.91,2.5,4,2,455.88,1,5.49,43.46
55.04,2.0,4,0,-486.1,1,8.62,3.82
302.85,2.0,4,1,-5.28,0,30.67,29.42
324.18,3.9,8,0,73.68,1,16.82,39.96
346.88,1.6,3,2,-430.05,0,16.91,41.34
315.94,4.0,8,0,-166.54,1,13.61,39.78
483.1,3.0,6,0,-206.23,1,41.59,44.99
161.13,2.5,4,1,291.73,1,34.29,17.77
364.48,5.2,12,1,322.74,1,22.56,57.58
456.46,2.0,4,1,205.19,0,31.46,53.66
100.49,3.8,6,1,38.6,0,17.49,10.97
171.48,5.3,8,2,261.97,0,26.88,33.63
15.57,5.7,8,1,-92.39,1,20.61,1.91
399.31,4.4,8,0,322.65,0,36.04,45.36
490.54,3.8,6,2,-334.73,0,27.45,64.39
216.55,1.5,3,2,254.45,1,38.85,25.17
94.44,2.4,4,0,483.06,0,2.42,10.48
172.42,2.0,4,0,85.7,1,44.39,6.76
181.73,3.0,6,2,-23.34,0,25.39,27.14
435.34,5.3,8,0,235.92,0,19.66,59.18
333.1,2.0,4,0,495.07,0,25.91,36.78
494.48,3.5,6,2,-278.13,1,42.7,88.57
372.92,5.0,8,0,-440.25,0,14.06,38.15
486.1,3.0,4,1,447.98,0,31.82,48.67
137.4,2.4,4,1,49.48,0,11.56,15.54
152.54,2.0,4,2,-228.24,1,6.33,17.8
324.18,3.0,6,2,437.97,1,18.67,65.6
459.44,3.6,6,1,-432.78,1,18.33,50.59
185.57,2.0,4,2,426.18,1,15.6,29.7
431.17,2.0,4,2,65.26,0,11.61,36.16
150.05,2.5,4,1,358.76,0,29.49,11.85
107.93,2.5,4,2,-225.32,1,35.09,8.3
216.98,2.0,4,2,498.16,1,39.67,28.71
6.7,2.0,4,0,-190.1,0,13.22,0.52
383.25,3.0,6,0,-104.75,1,17.54,40.11
211.5,3.0,6,0,-96.43,1,38.45,17.63
54.11,2.0,4,1,-253.13,1,26.27,4.67
202.21,2.0,4,0,122.56,0,27.39,15.08
247.64,2.0,4,1,-463.38,0,34.49,17.25
369.92,2.0,4,2,-479.38,1,32.96,43.25
65.96,2.0,4,2,122.21,0,2.06,7.53
305.56,3.5,6,1,193.48,1,28.95,36.65
302.12,2.5,4,1,-370.54,0,13.03,19.3
274.27,3.6,6,2,-180.94,1,36.57,48.46
180.08,2.0,4,1,13.45,1,38.64,16.88
362.94,4.0,6,0,-242.35,1,38.7,43.85
420.82,2.5,4,0,-466.16,0,32.2,20.16
167.46,5.5,8,0,300.5,0,38.1,29.07
371.53,1.5,4,2,-318.73,0,13.71,32.37
120.66,2.4,4,1,-104.47,0,6.13,13.67
162.89,2.5,4,1,-143.97,0,43.66,17.31
15.18,3.0,6,2,194.54,0,0.93,3.38
432.66,2.5,4,2,372.21,1,20.72,57.03
377.08,3.0,6,2,-199.15,0,6.45,53.63
145.83,2.4,4,1,410.52,1,2.06,14.51
312.03,3.0,6,2,438.62,0,10.58,48.25
329.76,3.6,6,2,158.93,1,43.8,50.77
269.94,4.4,8,1,295.96,0,26.43,38.96
451.7,1.6,4,1,-190.35,0,34.37,30.07
131.49,2.5,4,1,-432.12,0,6.25,12.07
219.22,2.0,4,0,266.14,1,5.6,22.97
138.29,3.0,6,2,278.57,1,23.02,22.64
86.89,5.0,8,2,-179.73,0,6.83,15.54
382.87,2.0,4,2,-293.54,1,41.57,45.71
88.59,1.5,3,2,-397.49,0,7.59,8.31
133.66,2.0,4,1,-211.11,0,38.12,14.76
6.0,2.5,4,0,-274.31,1,24.44,0.44
39.39,3.6,6,0,212.38,0,34.92,4.08
240.95,4.4,8,0,-278.61,1,19.78,23.18
377.81,2.5,4,0,430.77,0,4.74,46.64
451.91,2.0,4,0,55.18,0,0.0,33.37
280.64,3.0,6,2,-366.1,1,40.05,45.51
465.6,3.0,6,1,-498.81,1,16.56,43.99
463.62,3.0,6,1,148.18,1,9.51,66.92
403.66,3.5,6,0,402.64,0,18.56,42.66
44.84,5.3,8,2,-356.01,1,20.68,7.02
440.4,2.5,4,0,-45.97,1,17.43,26.35
384.89,3.0,6,0,-497.32,0,29.08,24.92
111.93,2.5,4,1,67.77,0,44.44,10.58
381.35,3.0,6,1,233.36,1,41.9,46.85
201.61,1.6,4,2,435.19,0,25.85,23.66
425.51,4.4,8,2,201.14,0,16.15,70.63
21.74,6.2,8,0,243.98,0,42.98,3.43
92.68,5.7,8,0,-68.12,1,15.25,10.68
410.2,2.7,4,0,211.21,1,24.28,46.52
475.26,3.6,6,2,-3.06,0,25.32,61.81
262.92,2.0,4,2,122.87,1,22.88,33.13
466.01,2.0,4,2,-494.97,1,14.16,43.96
182.98,3.6,6,0,-52.18,1,7.53,17.81
481.12,2.4,4,1,-321.11,0,26.7,51.81
82.67,2.0,4,2,-115.58,1,38.49,9.43
180.0,1.6,4,2,294.15,1,16.91,11.07
142.91,2.0,4,0,264.18,0,31.67,12.65
342.63,3.0,6,1,397.5,0,16.04,45.92
468.11,3.2,6,2,6.35,0,2.18,66.24
184.91,1.6,4,0,158.87,1,42.14,12.21
449.68,2.0,4,2,232.34,0,28.27,54.41
433.54,3.0,6,2,-250.52,1,16.16,59.31
480.77,2.4,4,1,-437.11,0,10.48,47.1
70.22,2.8,4,1,-301.52,1,31.59,7.26
342.66,2.0,4,2,7.04,1,4.34,40.39
468.44,2.0,4,2,308.67,1,28.22,73.29
462.78,2.0,4,2,101.49,0,21.13,63.78
295.01,1.6,4,1,418.74,1,41.8,29.98
428.12,3.0,6,2,413.57,0,27.98,64.32
299.34,2.0,4,0,-195.05,0,19.97,25.73
139.28,1.8,4,2,-5.23,0,0.39,13.41
134.74,3.0,6,0,22.91,0,0.2,13.74
177.71,3.0,6,2,-113.96,1,27.62,25.17
373.32,2.0,4,0,-277.12,0,20.91,29.87
253.54,3.0,6,0,-326.2,1,42.84,21.16
423.72,2.4,4,0,371.06,0,13.96,39.01
422.21,3.7,6,2,177.23,0,7.44,77.18
273.29,3.6,6,1,76.11,1,19.94,29.04
310.51,3.6,6,0,311.9,1,2.21,36.31
389.35,4.0,6,0,168.7,1,11.74,44.28
122.28,2.0,4,1,283.36,0,4.4,14.09
73.16,2.5,4,0,-401.82,0,25.27,4.4
145.65,2.0,4,0,335.14,1,20.9,12.29
198.8,2.4,4,0,-329.36,0,32.13,15.59
151.04,2.5,4,2,115.27,1,42.38,10.93
290.14,3.6,6,0,-280.14,1,10.57,28.88
39.57,4.0,8,2,-404.82,0,4.39,6.86
270.35,4.4,8,1,-224.86,0,11.93,34.35
146.33,3.0,6,1,-116.9,0,14.61,19.8
456.88,1.4,4,0,-219.13,0,34.89,30.25
458.17,2.9,6,0,21.21,1,26.86,49.67
143.37,2.0,4,0,-333.75,1,41.4,12.13
474.21,3.5,6,2,429.82,0,11.09,77.34
67.37,2.0,4,2,419.97,1,36.5,11.56
358.11,6.5,12,0,38.08,0,12.16,66.21
227.66,3.6,6,0,75.92,1,40.82,28.88
67.61,6.2,8,1,-421.34,1,3.76,9.01
488.76,2.0,4,2,-468.7,1,34.38,47.1
13.57,2.5,4,2,320.73,1,8.36,1.27
436.76,5.0,8,2,-92.4,0,22.85,70.51
132.94,3.0,6,2,-459.12,1,11.35,17.17
134.67,1.6,4,1,-21.78,1,44.62,10.48
396.83,3.0,6,2,471.36,0,11.91,81.05
384.11,3.5,6,2,490.92,0,1.65,69.2
83.92,2.5,4,1,-281.3,0,2.1,6.7
136.61,3.0,6,0,-69.18,0,35.48,15.79
362.18,3.0,6,0,225.18,0,44.18,43.95
221.53,3.0,6,0,25.31,0,10.15,19.12
123.96,2.0,4,1,-25.36,1,12.91,11.4
82.48,2.0,4,0,-60.12,1,40.32,6.85
428.53,3.0,6,1,-261.55,0,33.05,45.55
483.66,2.0,4,0,-352.04,1,1.93,39.08
144.09,2.4,4,1,-172.8,1,9.86,14.08
308.64,3.0,6,2,-384.83,1,38.83,34.68
429.37,3.9,8,2,496.3,1,13.91,87.07
405.42,3.8,6,0,-168.8,1,19.23,38.28
161.69,1.5,4,1,14.15,1,18.94,11.51
105.59,3.0,6,1,383.79,0,34.02,13.32
241.22,3.0,6,2,34.25,0,20.94,33.93
460.92,3.8,6,1,-441.91,1,41.54,60.01
163.08,2.0,4,0,318.19,1,12.58,14.75
174.06,3.5,6,0,-324.81,0,27.23,12.7
47.53,5.3,8,1,-404.27,1,40.96,6.26
446.54,2.5,4,0,-90.85,1,32.03,30.7
55.55,2.0,4,0,156.7,1,33.85,4.09
336.31,2.0,4,0,279.44,1,42.45,30.32
419.83,5.7,8,2,-296.7,0,26.21,75.54
264.96,4.0,6,2,192.73,1,27.75,51.52
350.93,2.0,4,0,-243.1,0,36.74,29.03
422.09,2.0,4,0,-445.09,1,29.12,28.09
130.86,5.0,8,2,343.94,1,41.08,25.69
97.96,3.6,6,1,-467.31,1,25.1,11.13
302.98,2.7,4,1,85.97,1,16.81,47.71
475.66,2.5,4,1,-167.57,1,17.6,43.64
205.79,3.0,6,0,-95.25,0,35.13,19.66
168.71,3.5,6,0,84.68,0,8.28,14.58
440.83,1.6,4,2,-325.13,0,39.45,41.79
295.46,3.5,6,0,-438.08,0,3.09,31.18
165.74,2.0,4,0,-478.68,1,24.01,14.01
485.84,2.0,4,1,-449.59,1,26.3,41.49
354.89,6.6,12,0,-87.03,1,41.05,50.77
386.26,2.0,4,2,448.7,0,19.28,59.38
435.97,2.0,4,1,286.17,1,8.37,42.34
274.65,5.0,8,1,315.37,1,39.31,44.56
264.98,3.0,6,0,416.58,1,41.35,31.11
276.99,2.0,4,1,-255.85,1,39.07,28.84
463.13,2.5,4,1,-119.37,1,7.51,39.45
226.42,2.0,4,1,-495.59,1,19.32,16.21
252.51,3.0,6,2,404.47,1,12.6,36.35
105.64,5.7,8,2,181.36,0,28.72,22.23
486.72,3.0,4,2,429.73,0,33.49,62.75
378.67,2.0,4,0,152.25,0,3.09,29.58
56.4,2.5,4,2,241.76,0,42.6,9.26
402.51,2.0,4,1,164.46,1,42.74,41.87
85.42,2.0,4,0,-64.96,1,17.27,6.6
134.05,2.5,4,1,-81.44,1,30.21,9.78
344.45,2.9,6,1,-392.89,0,21.35,38.92
105.37,3.5,6,2,280.75,1,33.38,15.01
465.39,5.0,8,0,-60.76,0,23.6,52.56
256.75,3.5,6,2,-452.42,1,44.81,28.14
26.06,5.3,8,1,338.44,1,39.11,4.3
398.09,6.5,12,2,-308.51,1,24.47,82.19
89.21,3.0,6,2,144.95,1,9.63,14.1
376.31,2.0,4,0,-461.71,1,5.9,17.46
453.13,2.5,4,2,131.14,1,40.2,48.36
67.45,3.3,6,0,-153.59,0,28.11,6.73
295.54,2.5,4,0,-136.75,0,8.45,14.11
83.74,5.5,8,2,1.76,0,25.28,17.69
145.68,3.0,6,2,-385.54,1,41.41,18.81
165.09,2.0,4,0,324.81,1,21.23,13.65
55.19,6.2,8,1,442.56,1,0.19,10.59
473.79,5.3,8,1,39.41,0,7.56,63.4
236.23,5.3,8,0,201.83,0,23.95,29.36
304.92,2.0,4,0,452.34,1,24.92,21.89
417.13,4.4,8,0,221.29,1,35.16,62.53
55.29,1.5,4,2,-6.88,1,5.3,3.79
108.1,2.5,4,0,-297.48,0,34.32,9.12
320.6,2.5,4,2,-428.37,1,0.83,28.52
241.63,2.0,4,1,-44.98,1,0.69,21.36
35.68,3.0,6,2,-400.29,1,9.56,4.57
125.26,2.5,4,1,-248.67,1,4.46,11.2
93.11,3.6,6,1,120.77,0,41.66,11.35
181.43,2.4,4,2,-261.32,1,24.78,19.72
487.19,5.3,8,1,-133.65,0,38.12,72.75
426.81,2.0,4,0,186.14,0,5.77,29.08
147.36,3.0,6,2,-491.24,0,17.91,20.65
487.45,2.0,4,1,-137.29,0,5.43,54.53
289.52,3.0,6,0,-422.63,1,24.08,21.91
175.96,2.0,4,1,-134.7,1,39.36,16.07
221.89,5.0,8,1,-240.44,1,21.29,27.37
382.39,2.5,4,2,222.27,1,0.12,43.34
200.23,3.0,6,1,321.64,1,39.73,23.25
428.56,3.6,6,0,-130.02,0,1.23,38.95
406.65,2.0,4,0,421.94,1,18.93,41.19
399.47,3.3,6,2,-300.43,1,44.14,59.11
416.32,2.0,4,2,-240.61,0,14.74,43.68
259.7,2.0,4,0,-96.08,1,10.53,16.51
74.33,1.5,3,2,477.14,0,38.65,10.64
165.97,1.6,4,0,-319.66,1,25.84,5.72
311.87,2.5,4,1,-2.45,1,14.73,25.55
156.6,4.0,8,2,-39.19,1,12.09,30.06
357.52,3.0,6,2,145.97,1,35.86,51.16
113.4,2.0,4,0,-260.41,0,37.54,9.4
123.67,1.3,3,0,180.27,0,31.71,10.26
383.88,3.6,6,1,278.63,1,8.95,50.07
338.77,2.4,4,1,-170.66,0,21.11,28.57
228.46,3.6,6,2,228.51,0,15.22,32.29
386.49,3.2,6,2,387.26,1,37.0,60.64
231.04,2.0,4,2,-139.89,1,29.59,24.92
182.52,2.0,4,1,-232.09,0,34.68,16.73
163.51,2.0,4,0,304.85,0,29.14,14.09
373.65,3.0,6,2,120.14,0,37.28,51.89
428.37,2.5,4,2,357.66,0,12.07,63.12
77.92,3.0,6,0,-31.13,1,14.82,8.67
219.4,4.0,8,1,-441.62,1,44.46,30.55
423.96,2.0,4,2,-155.07,0,19.02,47.4
9.05,3.0,6,0,-106.47,1,24.08,0.96
478.6,2.0,4,0,129.24,0,9.5,41.28
350.6,3.0,6,1,453.49,1,21.03,40.65
188.12,2.0,4,2,-465.08,0,40.37,22.44
407.25,3.0,6,0,-488.95,1,17.16,39.53
488.67,1.5,4,2,-456.61,1,38.4,50.32
409.31,2.0,4,1,89.76,0,31.59,35.22
91.13,2.0,4,2,363.09,0,12.08,10.02
367.58,2.0,4,2,-459.29,1,9.62,51.85
312.77,5.6,8,2,-80.01,1,25.86,57.03
368.28,4.0,8,0,153.87,0,35.08,45.78
143.94,2.4,4,2,-394.47,1,37.2,14.32
321.59,5.7,8,1,-312.22,0,9.67,39.45
286.28,3.8,6,0,376.49,1,29.38,40.37
220.37,3.0,6,0,366.01,0,23.79,25.94
235.22,4.0,8,0,156.96,0,16.04,27.77
467.61,3.0,6,2,244.98,0,43.85,84.71
54.92,3.5,6,0,102.95,0,13.01,4.46
364.73,1.5,3,1,-225.36,0,27.17,27.18
92.69,3.0,6,1,279.28,0,10.96,12.39
382.1,2.0,4,2,-194.82,1,44.12,42.49
253.82,1.5,3,0,-212.05,0,16.69,14.59
218.74,5.0,8,1,-459.97,0,16.81,23.63
52.18,5.7,8,0,-133.33,0,34.0,7.44
463.87,2.0,4,2,359.91,1,14.72,67.56
135.36,3.6,6,0,-331.62,1,29.0,13.55
485.93,5.3,8,2,-414.98,0,41.59,88.28
254.44,1.5,4,1,256.36,0,36.65,25.75
320.76,3.5,6,0,-297.86,1,1.82,32.93
296.21,6.2,8,0,-429.02,0,13.46,32.99
239.64,3.0,6,2,-78.36,1,10.02,32.32
335.53,6.5,12,2,-473.15,0,36.68,70.28
207.17,3.5,6,0,194.04,0,0.16,27.68
474.58,3.5,6,0,-453.83,1,13.84,29.47
340.3,3.0,6,0,-104.75,1,5.55,31.26
471.5,5.2,12,0,179.74,1,8.27,64.69
427.73,2.5,4,0,122.39,0,19.59,29.37
260.19,3.0,6,0,410.79,1,36.24,24.91
145.74,2.0,4,2,246.54,0,9.09,19.27
86.28,5.0,8,1,-245.46,0,44.21,10.43
184.06,5.0,8,0,-275.73,1,26.93,21.18
7.44,5.7,8,2,-246.51,1,10.59,1.35
77.45,2.0,4,1,84.04,0,35.26,6.7
474.28,4.0,8,1,-425.99,0,22.35,47.91
357.16,3.0,6,2,450.35,1,20.71,67.5
482.2,3.0,6,1,-310.15,1,28.28,44.15
59.87,2.5,4,1,-398.59,1,27.68,4.54
450.98,6.2,8,0,-113.0,0,42.79,54.56
47.93,2.0,4,2,-472.1,1,7.11,3.62
447.52,2.0,4,2,360.06,1,6.77,59.26
170.65,1.6,4,0,-305.78,0,16.25,9.01
311.09,2.0,4,1,289.31,0,44.54,31.75
255.06,2.0,4,2,0.46,0,22.15,27.45
313.59,6.7,12,1,3.54,0,10.01,53.89
325.27,2.0,4,0,-179.47,0,30.47,25.4
240.94,2.0,4,0,238.2,1,16.85,20.4
354.2,4.0,6,0,341.13,0,38.31,47.06
492.12,6.5,12,1,475.79,0,2.33,137.19
37.06,3.6,6,2,-398.06,1,22.43,4.8
370.77,1.6,4,1,249.55,1,14.94,29.87
369.97,3.0,6,1,-319.08,1,9.95,35.04
437.83,3.5,6,0,123.01,1,37.54,61.5
342.34,4.0,8,0,-159.05,1,9.5,42.36
37.47,2.0,4,2,-302.88,1,34.94,4.02
88.88,1.4,4,0,382.76,1,41.65,7.71
199.22,1.8,4,1,182.21,0,9.48,17.13
71.71,1.6,4,2,-117.6,1,25.21,5.6
71.43,2.0,4,1,166.65,0,37.08,7.25
17.35,2.5,4,2,220.02,1,1.81,2.01
462.46,2.0,4,1,-463.95,1,40.44,40.6
295.54,3.0,6,0,169.92,1,41.8,44.69
391.46,2.7,4,2,-490.65,0,20.64,63.91
416.29,3.6,6,0,-167.21,0,25.85,38.65
299.6,2.7,4,2,-213.86,1,43.37,50.88
326.02,3.6,6,0,104.68,0,42.07,35.09
188.59,5.3,8,2,-416.35,1,42.26,33.51
176.73,2.0,4,2,272.88,1,19.22,23.38
80.99,2.0,4,1,82.13,0,30.01,5.86
474.59,4.0,8,1,-130.02,0,40.21,65.57
14.91,2.3,4,0,-230.56,0,1.91,1.32
483.74,2.4,4,2,270.21,1,14.41,75.22
369.7,1.6,4,0,85.22,0,12.52,24.74
102.03,2.0,4,2,-56.5,1,20.61,10.07
17.69,3.0,6,2,246.76,0,1.04,2.77
386.92,5.3,8,0,128.83,0,21.67,45.21
86.95,3.5,6,2,107.81,0,38.5,13.05
385.09,6.2,8,0,-422.33,1,43.62,44.53
20.25,2.4,4,1,-385.38,0,28.06,1.81
37.32,2.0,4,0,391.37,1,11.57,2.83
150.31,3.8,6,0,275.37,1,18.02,15.85
214.9,2.0,4,2,319.21,1,36.61,23.1
420.02,3.0,6,1,65.26,1,43.71,43.61
184.82,2.0,4,1,286.93,0,36.26,20.61
377.51,2.0,4,1,484.51,0,12.35,42.41
186.72,2.0,4,2,403.08,1,6.27,19.83
456.84,3.8,6,2,-475.53,0,16.55,58.99
116.82,2.0,4,0,-349.63,1,38.42,9.34
457.2,2.4,4,2,-149.63,1,10.19,46.92
129.84,2.9,6,2,-77.32,1,38.29,20.85
486.04,3.0,6,0,384.35,1,39.59,56.55
72.97,2.7,4,2,-49.1,1,28.99,13.55
70.36,2.5,4,2,-17.77,1,27.49,7.11
362.23,6.5,12,0,162.12,1,1.18,73.47
326.16,1.6,4,2,-128.48,0,1.95,27.68
478.23,2.0,4,0,-104.11,1,3.58,37.15
81.1,2.9,6,0,-238.4,1,23.62,7.72
154.94,2.5,4,1,-183.95,0,4.52,17.19
114.39,2.0,4,1,-390.46,1,38.05,7.92
283.03,3.0,6,2,73.35,0,20.75,36.89
213.95,2.0,4,0,-76.76,0,25.81,18.53
75.91,2.0,4,1,268.81,1,2.72,7.99
410.77,1.5,3,1,-287.07,1,19.8,34.38
133.67,1.8,4,1,-406.94,0,9.18,10.16
303.53,3.7,6,0,118.07,0,38.63,33.95
256.99,3.0,6,2,455.17,0,1.08,45.12
96.99,2.0,4,0,489.76,1,38.37,9.19
356.9,2.4,4,1,448.32,1,44.02,50.56
360.93,2.0,4,1,-54.74,1,13.87,34.41
227.78,2.7,4,0,21.65,1,27.58,24.29
206.43,2.7,4,0,129.35,0,17.58,19.14
66.92,2.5,4,2,33.26,0,6.39,4.54
151.13,6.2,8,1,445.29,0,36.25,26.42
444.41,2.4,4,1,-439.69,1,42.71,39.96
239.52,6.6,12,1,447.78,1,24.44,50.24
11.84,5.3,8,2,310.03,1,17.3,2.46
364.0,2.0,4,2,-390.9,0,41.82,42.7
400.0,2.5,4,0,211.44,1,20.37,29.89
219.44,1.4,4,1,40.45,0,32.69,16.94
9.75,2.0,4,1,264.23,1,22.77,0.98
450.85,5.3,8,1,-481.39,1,19.33,55.79
242.52,2.5,4,0,57.9,0,8.84,22.33
384.52,3.0,6,1,-152.95,1,38.4,45.15
495.74,2.0,4,0,-408.22,1,23.97,28.4
368.19,3.5,6,0,90.2,1,23.93,46.12
445.79,2.4,4,1,-252.5,0,34.71,46.52
257.59,3.0,6,2,276.76,1,5.08,37.74
158.83,2.0,4,0,461.13,0,20.34,15.45
273.65,3.5,6,0,133.43,1,11.84,22.46
188.26,3.0,6,1,445.58,1,29.93,30.19
359.88,4.0,8,0,327.5,0,18.08,38.83
340.13,2.0,4,0,252.31,1,33.17,28.76
283.59,4.0,8,1,-164.76,1,5.76,37.86
360.4,3.5,6,1,116.31,1,20.61,38.48
168.49,3.6,6,2,157.39,1,36.65,32.23
114.9,4.4,8,1,-217.09,0,43.77,13.92
103.64,4.0,8,2,-85.09,0,24.75,17.86
344.34,3.6,6,1,84.36,1,33.99,36.8
234.95,3.0,6,1,-293.8,0,38.65,26.98
145.83,6.6,12,0,249.7,1,35.92,25.3
259.95,3.4,6,0,-168.42,0,26.76,27.11
421.0,2.0,4,2,172.9,1,36.6,52.12
